FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	Dbpedia_URL	label_salary	label_comp	id
2282.0	Madonna University	MI	IIB	482	395	352.0	382.0	576	465	430.0	459.0	19.0	12.0	42.0	11.0	84.0	http://dbpedia.org/resource/Madonna_University	medium	medium	402.0
2290.0	Michigan State University	MI	I	651	493	413.0	555.0	843	663	569.0	732.0	949.0	494.0	350.0	47.0	1840.0	http://dbpedia.org/resource/Michigan_State_University	high	high	403.0
2301.0	Northern Michigan University	MI	IIA	571	459	347.0	467.0	749	609	468.0	619.0	149.0	72.0	61.0	21.0	329.0	http://dbpedia.org/resource/Northern_Michigan_University	medium	high	404.0
2307.0	Oakland University	MI	IIA	633	518	432.0	534.0	831	690	582.0	710.0	123.0	142.0	85.0	8.0	358.0	http://dbpedia.org/resource/Oakland_University	high	high	405.0
2318.0	Spring Arbor College	MI	IIB	368	321	284.0	320.0	455	398	370.0	400.0	22.0	15.0	19.0	6.0	62.0	http://dbpedia.org/resource/Spring_Arbor_University	low	low	407.0
2326.0	University of Michigan-Dearborn	MI	IIA	552	452	408.0	451.0	701	583	531.0	582.0	70.0	66.0	51.0	0.0	219.0	http://dbpedia.org/resource/University_of_Michigan%E2%80%93Dearborn	medium	medium	408.0
2327.0	University of Michigan-Flint	MI	IIA	566	460	409.0	437.0	708	582	522.0	555.0	43.0	46.0	57.0	1.0	184.0	http://dbpedia.org/resource/University_of_Michigan%E2%80%93Flint	medium	medium	409.0
2329.0	Wayne State University	MI	I	683	525	447.0	535.0	846	664	560.0	669.0	317.0	267.0	216.0	8.0	925.0	http://dbpedia.org/resource/Wayne_State_University	high	high	410.0
6771.0	Center for Creative Studies	MI	IIB	401	333	263.0	360.0	489	413	331.0	442.0	29.0	11.0	6.0	2.0	48.0	http://dbpedia.org/resource/College_for_Creative_Studies	medium	low	412.0
9092.0	University of Michigan-Ann Arbor	MI	I	777	577	460.0	605.0	955	731	595.0	760.0	850.0	419.0	472.0	9.0	1968.0	http://dbpedia.org/resource/University_of_Michigan	high	high	413.0
2334.0	Augsburg College	MN	IIB	432	356	314.0	357.0	559	449	387.0	450.0	35.0	29.0	58.0	1.0	123.0	http://dbpedia.org/resource/Augsburg_College	medium	medium	414.0
2340.0	Carleton College	MN	IIB	638	486	394.0	521.0	807	604	505.0	659.0	68.0	36.0	45.0	4.0	155.0	http://dbpedia.org/resource/Carleton_College	high	high	416.0
2341.0	College of Saint Benedict	MN	IIB	493	404	334.0	381.0	595	512	405.0	468.0	18.0	50.0	47.0	8.0	125.0	http://dbpedia.org/resource/College_of_Saint_Benedict_and_Saint_John's_University	medium	medium	417.0
2343.0	College of St. Scholastica	MN	IIB	461	374	327.0	345.0	568	466	421.0	436.0	14.0	31.0	50.0	18.0	119.0	http://dbpedia.org/resource/The_College_of_St._Scholastica	low	low	419.0
2345.0	University of St. Thomas	MN	IIA	563	429	366.0	402.0	702	538	465.0	508.0	31.0	104.0	146.0	29.0	310.0	http://dbpedia.org/resource/University_of_St._Thomas_(Minnesota)	medium	medium	420.0
2353.0	Gustavus Adolphus College	MN	IIB	486	402	338.0	408.0	625	507	423.0	518.0	59.0	47.0	44.0	12.0	162.0	http://dbpedia.org/resource/Gustavus_Adolphus_College	medium	medium	422.0
2354.0	Hamline University	MN	IIA	556	451	342.0	461.0	706	575	424.0	583.0	58.0	29.0	27.0	8.0	128.0	http://dbpedia.org/resource/Hamline_University	medium	medium	423.0
2360.0	Mankato State University	MN	IIA	523	441	371.0	453.0	662	567	482.0	580.0	210.0	138.0	125.0	16.0	489.0	http://dbpedia.org/resource/Minnesota_State_University,_Mankato	medium	medium	425.0
2367.0	Moorhead State University	MN	IIA	512	421	353.0	419.0	651	544	461.0	540.0	131.0	65.0	120.0	29.0	345.0	http://dbpedia.org/resource/Minnesota_State_University_Moorhead	medium	medium	426.0
2375.0	Southwest State University	MN	IIB	525	417	355.0	459.0	686	551	466.0	602.0	57.0	40.0	19.0	1.0	117.0	http://dbpedia.org/resource/Southwest_Minnesota_State_University	medium	high	428.0
2377.0	St. Cloud State University	MN	IIA	518	417	354.0	441.0	662	546	464.0	570.0	259.0	143.0	146.0	25.0	573.0	http://dbpedia.org/resource/St._Cloud_State_University	medium	medium	429.0
2379.0	St. John's University	MN	IIB	512	412	353.0	418.0	672	523	435.0	532.0	37.0	44.0	38.0	6.0	126.0	http://dbpedia.org/resource/St._John's_University_of_Tanzania	medium	medium	430.0
2382.0	St. Olaf College	MN	IIB	551	417	355.0	446.0	673	509	430.0	543.0	82.0	93.0	49.0	11.0	235.0	http://dbpedia.org/resource/St._Olaf_College	medium	medium	431.0
2388.0	University of Minnesota-Duluth	MN	IIA	551	446	386.0	458.0	719	591	520.0	606.0	90.0	112.0	72.0	11.0	285.0	http://dbpedia.org/resource/University_of_Minnesota_Duluth	medium	high	432.0
2389.0	University of Minnesota-Morris	MN	IIB	533	399	334.0	389.0	697	534	457.0	522.0	27.0	23.0	45.0	17.0	112.0	http://dbpedia.org/resource/University_of_Minnesota_Morris	medium	medium	433.0
2394.0	Winona State University	MN	IIB	515	420	358.0	430.0	652	537	454.0	547.0	118.0	73.0	85.0	17.0	293.0	http://dbpedia.org/resource/Winona_State_University	medium	medium	434.0
9058.0	Bethel College	MN	IIB	430	356	313.0	375.0	597	464	404.0	503.0	43.0	48.0	12.0	7.0	110.0	http://dbpedia.org/resource/Bethel_College_(Kansas)	medium	medium	436.0
2453.0	Central Methodist College	MO	IIB	402	336	252.0	310.0	478	403	308.0	374.0	11.0	20.0	22.0	3.0	56.0	http://dbpedia.org/resource/Central_Methodist_University	low	low	438.0
2456.0	Columbia College	MO	IIB	362	307	273.0	299.0	437	375	336.0	364.0	10.0	11.0	22.0	3.0	46.0	http://dbpedia.org/resource/Columbia_College_Chicago	low	low	439.0
2461.0	Drury College	MO	IIB	448	394	323.0	375.0	546	483	400.0	460.0	26.0	23.0	31.0	2.0	87.0	http://dbpedia.org/resource/Drury_University	medium	medium	441.0
2479.0	Lincoln University	MO	IIA	414	335	282.0	308.0	506	413	350.0	381.0	22.0	22.0	45.0	30.0	119.0	http://dbpedia.org/resource/Lincoln_University_(Pennsylvania)	low	low	442.0
2480.0	Lindenwood College	MO	IIA	416	367	306.0	340.0	477	422	354.0	392.0	15.0	27.0	55.0	0.0	97.0	http://dbpedia.org/resource/Lindenwood_University	low	low	443.0
2488.0	Missouri Southern State Coll	MO	IIB	489	406	349.0	389.0	592	496	430.0	476.0	42.0	50.0	67.0	28.0	187.0	http://dbpedia.org/resource/Missouri_Southern_State_University	medium	medium	444.0
2489.0	Missouri Valley College	MO	IIB	*	318	285.0	302.0	*	379	334.0	357.0	4.0	18.0	22.0	3.0	47.0	http://dbpedia.org/resource/Missouri_Valley_College	low	low	445.0
2490.0	Missouri Western State College	MO	IIB	473	393	334.0	385.0	580	483	414.0	474.0	44.0	44.0	64.0	9.0	161.0	http://dbpedia.org/resource/Missouri_Western_State_University	medium	medium	446.0
2498.0	Park College	MO	IIB	341	320	283.0	299.0	407	388	336.0	356.0	10.0	8.0	24.0	3.0	45.0	http://dbpedia.org/resource/Park_College_of_Engineering_and_Technology	low	low	447.0
2500.0	College of The Ozarks	MO	IIB	446	392	350.0	393.0	547	483	425.0	482.0	27.0	25.0	23.0	4.0	79.0	http://dbpedia.org/resource/College_of_the_Ozarks	medium	medium	449.0
2512.0	Stephens College	MO	IIB	*	*	?	282.0	*	*	?	364.0	0.0	0.0	0.0	0.0	62.0	http://dbpedia.org/resource/Stephens_College	low	low	451.0
2516.0	University of Missouri-Columbia	MO	I	603	456	407.0	485.0	729	560	499.0	592.0	336.0	256.0	244.0	63.0	899.0	http://dbpedia.org/resource/University_of_Missouri	medium	medium	452.0
2519.0	University of Missouri-St. Louis	MO	I	576	460	412.0	476.0	699	561	503.0	579.0	86.0	103.0	110.0	5.0	304.0	http://dbpedia.org/resource/University_of_Missouri%E2%80%93St._Louis	medium	medium	455.0
2520.0	Washington University	MO	I	782	534	451.0	601.0	952	652	540.0	730.0	264.0	136.0	175.0	18.0	620.0	http://dbpedia.org/resource/Washington_University_Libraries	high	high	456.0
2524.0	William Jewell College	MO	IIB	422	342	306.0	364.0	529	458	391.0	463.0	42.0	12.0	31.0	3.0	88.0	http://dbpedia.org/resource/William_Jewell_College	medium	medium	459.0
9089.0	Hannibal-LaGrange College	MO	IIB	*	284	248.0	258.0	*	366	308.0	324.0	4.0	8.0	21.0	5.0	38.0	http://dbpedia.org/resource/Hannibal-LaGrange_University	low	low	461.0
2396.0	Alcorn State University	MS	IIB	419	371	326.0	320.0	534	473	414.0	406.0	25.0	35.0	35.0	73.0	168.0	http://dbpedia.org/resource/Alcorn_State_University	low	low	462.0
2397.0	Belhaven College	MS	IIB	364	304	298.0	314.0	423	355	348.0	366.0	9.0	8.0	15.0	2.0	34.0	http://dbpedia.org/resource/Belhaven_University	low	low	463.0
2423.0	Mississippi State University	MS	I	540	432	389.0	455.0	649	521	471.0	548.0	278.0	191.0	155.0	40.0	669.0	http://dbpedia.org/resource/Mississippi_State_University	medium	medium	467.0
2433.0	Rust College	MS	IIB	341	280	302.0	285.0	382	313	337.0	318.0	11.0	8.0	24.0	18.0	61.0	http://dbpedia.org/resource/Rust_College	low	low	468.0
2440.0	University of Mississippi	MS	I	558	428	384.0	440.0	676	524	471.0	537.0	138.0	111.0	158.0	29.0	439.0	http://dbpedia.org/resource/University_of_Mississippi	medium	medium	470.0
2441.0	University of Southern Mississippi	MS	I	562	438	352.0	438.0	664	520	420.0	520.0	183.0	162.0	160.0	58.0	563.0	http://dbpedia.org/resource/University_of_Southern_Mississippi	medium	medium	471.0
2526.0	Carroll College	MT	IIB	394	343	285.0	326.0	478	413	344.0	394.0	12.0	23.0	29.0	0.0	64.0	http://dbpedia.org/resource/Carroll_College_(Montana)	low	low	472.0
2527.0	College of Great Falls	MT	IIB	361	305	258.0	299.0	459	367	312.0	364.0	10.0	19.0	7.0	7.0	43.0	http://dbpedia.org/resource/University_of_Great_Falls	low	low	473.0
2530.0	Eastern Montana College	MT	IIA	409	358	292.0	348.0	500	440	364.0	430.0	47.0	41.0	48.0	5.0	141.0	http://dbpedia.org/resource/Montana_State_University_Billings	low	low	474.0
2532.0	Montana State University	MT	I	497	397	346.0	407.0	602	487	427.0	498.0	154.0	146.0	144.0	24.0	468.0	http://dbpedia.org/resource/Montana_State_University	medium	medium	475.0
2536.0	University of Montana	MT	I	446	365	323.0	392.0	537	442	395.0	474.0	200.0	79.0	95.0	16.0	390.0	http://dbpedia.org/resource/University_of_Montana	medium	medium	476.0
2908.0	Barton College	NC	IIB	348	312	299.0	311.0	411	372	349.0	365.0	18.0	25.0	37.0	3.0	84.0	http://dbpedia.org/resource/Barton_College	low	low	478.0
2909.0	Barber-Scotia College	NC	IIB	352	312	287.0	297.0	412	360	335.0	347.0	13.0	12.0	14.0	13.0	52.0	http://dbpedia.org/resource/Barber%E2%80%93Scotia_College	low	low	479.0
2911.0	Bennett College	NC	IIB	351	377	300.0	323.0	418	437	346.0	375.0	9.0	16.0	16.0	11.0	52.0	http://dbpedia.org/resource/Bennett_College	low	low	481.0
2914.0	Catawba College	NC	IIB	395	326	288.0	342.0	490	394	345.0	418.0	30.0	12.0	23.0	1.0	66.0	http://dbpedia.org/resource/Catawba_College	low	low	482.0
2918.0	Davidson College	NC	IIB	626	460	356.0	506.0	801	591	440.0	644.0	60.0	34.0	32.0	4.0	130.0	http://dbpedia.org/resource/Davidson_College	high	high	483.0
2920.0	Duke University	NC	I	854	584	459.0	699.0	1055	728	553.0	862.0	330.0	149.0	141.0	0.0	620.0	http://dbpedia.org/resource/Duke_University	high	high	484.0
2923.0	East Carolina University	NC	IIA	554	430	377.0	415.0	672	525	462.0	507.0	189.0	187.0	261.0	11.0	792.0	http://dbpedia.org/resource/East_Carolina_University	medium	medium	485.0
2929.0	Gardner-Webb University	NC	IIB	348	305	294.0	312.0	414	357	349.0	371.0	39.0	7.0	26.0	15.0	87.0	http://dbpedia.org/resource/Gardner%E2%80%93Webb_University	low	low	487.0
2930.0	Greensboro College	NC	IIB	377	331	309.0	333.0	456	400	367.0	404.0	11.0	21.0	10.0	2.0	44.0	http://dbpedia.org/resource/Greensboro_College	low	low	488.0
2931.0	Guilford College	NC	IIB	492	414	338.0	410.0	615	505	407.0	503.0	32.0	22.0	29.0	5.0	90.0	http://dbpedia.org/resource/Guilford_College	medium	medium	489.0
2933.0	High Point University	NC	IIB	475	397	330.0	349.0	591	496	407.0	435.0	14.0	25.0	35.0	9.0	94.0	http://dbpedia.org/resource/High_Point_University	low	low	490.0
2942.0	Livingstone College	NC	IIB	*	257	263.0	259.0	*	292	298.0	294.0	5.0	12.0	22.0	14.0	53.0	http://dbpedia.org/resource/Livingstone_College	low	low	492.0
2945.0	Meredith College	NC	IIB	440	373	328.0	366.0	517	442	387.0	431.0	26.0	30.0	31.0	16.0	103.0	http://dbpedia.org/resource/Meredith_College	medium	low	494.0
2954.0	Pembroke State University	NC	IIA	538	403	341.0	413.0	655	495	421.0	505.0	49.0	32.0	31.0	2.0	143.0	http://dbpedia.org/resource/University_of_North_Carolina_at_Pembroke	medium	medium	497.0
2955.0	Pfeiffer College	NC	IIB	395	322	269.0	337.0	471	381	321.0	401.0	23.0	9.0	15.0	2.0	49.0	http://dbpedia.org/resource/Pfeiffer_University	low	low	498.0
2957.0	Queens College	NC	IIB	427	360	319.0	350.0	511	437	384.0	422.0	14.0	21.0	20.0	8.0	63.0	http://dbpedia.org/resource/Queens'_College,_Cambridge	medium	low	499.0
2978.0	Wake Forest University	NC	IIA	685	526	433.0	557.0	837	641	508.0	674.0	135.0	86.0	74.0	18.0	323.0	http://dbpedia.org/resource/Wake_Forest_University	high	high	502.0
2981.0	Western Carolina University	NC	IIA	515	439	364.0	414.0	627	537	448.0	506.0	71.0	106.0	93.0	1.0	319.0	http://dbpedia.org/resource/Western_Carolina_University	medium	medium	504.0
2989.0	Dickinson State University	ND	IIB	402	342	302.0	316.0	506	432	376.0	397.0	9.0	14.0	33.0	13.0	71.0	http://dbpedia.org/resource/Dickinson_State_University	low	low	506.0
2993.0	Mayville State University	ND	IIB	415	*	313.0	340.0	519	*	399.0	429.0	9.0	4.0	21.0	3.0	37.0	http://dbpedia.org/resource/Mayville_State_University	low	low	507.0
2994.0	Minot State University	ND	IIA	457	383	331.0	347.0	563	477	416.0	436.0	34.0	41.0	68.0	16.0	188.0	http://dbpedia.org/resource/Minot_State_University	low	low	508.0
3008.0	Valley City State University	ND	IIB	403	368	313.0	340.0	501	462	383.0	425.0	12.0	14.0	16.0	6.0	54.0	http://dbpedia.org/resource/Valley_City_State_University	low	low	510.0
2540.0	College of Saint Mary	NE	IIB	*	321	293.0	300.0	*	395	347.0	362.0	5.0	13.0	19.0	6.0	43.0	http://dbpedia.org/resource/Ohio_Dominican_University	low	low	512.0
2541.0	Concordia Teachers College	NE	IIB	352	316	282.0	320.0	423	390	357.0	393.0	22.0	16.0	15.0	1.0	54.0	http://dbpedia.org/resource/Concordia_University_(Nebraska)	low	low	513.0
2543.0	Dana College	NE	IIB	338	300	276.0	300.0	404	368	336.0	364.0	11.0	11.0	11.0	3.0	36.0	http://dbpedia.org/resource/Dana_College	low	low	515.0
2544.0	Doane College	NE	IIB	436	392	326.0	360.0	521	465	391.0	431.0	17.0	7.0	28.0	5.0	57.0	http://dbpedia.org/resource/Doane_College	medium	low	516.0
2551.0	University of Nebraska at Kearney	NE	IIA	509	433	365.0	409.0	618	533	448.0	502.0	81.0	89.0	92.0	9.0	309.0	http://dbpedia.org/resource/University_of_Nebraska_at_Kearney	medium	medium	518.0
2553.0	Midland Lutheran College	NE	IIB	372	*	278.0	301.0	449	*	346.0	371.0	14.0	4.0	25.0	9.0	52.0	http://dbpedia.org/resource/Midland_University	low	low	519.0
2555.0	Nebraska Wesleyan University	NE	IIB	454	381	327.0	396.0	548	468	400.0	481.0	37.0	23.0	25.0	2.0	87.0	http://dbpedia.org/resource/Nebraska_Wesleyan_University	medium	medium	521.0
2565.0	University of Nebraska-Lincoln	NE	I	661	477	410.0	523.0	792	584	505.0	635.0	436.0	344.0	316.0	31.0	1127.0	http://dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln	high	high	524.0
9743.0	Bellevue College	NE	IIB	379	340	289.0	317.0	449	404	346.0	378.0	6.0	12.0	23.0	0.0	41.0	http://dbpedia.org/resource/Bellevue_College	low	low	525.0
9862.0	Clarkson College	NE	IIB	*	407	377.0	368.0	*	469	434.0	425.0	1.0	6.0	8.0	11.0	26.0	http://dbpedia.org/resource/Clarkson_College	medium	low	526.0
2572.0	Colby-Sawyer College	NH	IIB	397	380	277.0	329.0	488	468	349.0	410.0	9.0	9.0	19.0	1.0	38.0	http://dbpedia.org/resource/Colby%E2%80%93Sawyer_College	low	low	527.0
2573.0	Dartmouth College	NH	I	785	536	429.0	610.0	1002	686	532.0	774.0	163.0	89.0	114.0	5.0	371.0	http://dbpedia.org/resource/Dartmouth_College	high	high	528.0
2579.0	New England College	NH	IIB	423	329	251.0	327.0	551	437	313.0	423.0	20.0	20.0	23.0	2.0	65.0	http://dbpedia.org/resource/New_England_College	low	low	530.0
2580.0	New Hampshire College	NH	IIA	567	425	356.0	459.0	728	558	464.0	597.0	31.0	32.0	15.0	5.0	83.0	http://dbpedia.org/resource/University_of_New_Hampshire	medium	high	531.0
2584.0	Notre Dame College	NH	IIB	335	299	261.0	286.0	393	383	312.0	349.0	6.0	11.0	13.0	4.0	34.0	http://dbpedia.org/resource/Notre_Dame_College	low	low	532.0
2586.0	Rivier College	NH	IIA	449	363	331.0	365.0	541	419	392.0	429.0	12.0	29.0	18.0	7.0	66.0	http://dbpedia.org/resource/Rivier_College	medium	low	533.0
2587.0	Saint Anselm College	NH	IIB	512	403	338.0	381.0	633	508	435.0	483.0	16.0	35.0	51.0	7.0	109.0	http://dbpedia.org/resource/Saint_Anselm_College	medium	medium	534.0
2589.0	University of New Hampshire	NH	I	587	454	375.0	482.0	729	575	483.0	607.0	196.0	253.0	127.0	0.0	576.0	http://dbpedia.org/resource/University_of_New_Hampshire	medium	high	535.0
2590.0	Keene State College	NH	IIB	494	417	337.0	426.0	622	532	439.0	542.0	61.0	46.0	40.0	2.0	149.0	http://dbpedia.org/resource/Keene_State_College	medium	medium	536.0
2599.0	Centenary College	NJ	IIB	*	305	252.0	266.0	*	371	310.0	326.0	1.0	10.0	16.0	9.0	36.0	http://dbpedia.org/resource/Centenary_College_of_Louisiana	low	low	538.0
2600.0	College of Saint Elizabeth	NJ	IIB	426	388	322.0	365.0	490	437	384.0	420.0	9.0	19.0	16.0	3.0	47.0	http://dbpedia.org/resource/College_of_Saint_Elizabeth	medium	low	539.0
2608.0	Georgian Court College	NJ	IIB	490	425	373.0	403.0	592	509	450.0	487.0	19.0	13.0	30.0	8.0	71.0	http://dbpedia.org/resource/Georgian_Court_University	medium	medium	541.0
2610.0	Felician College	NJ	IIB	*	351	311.0	320.0	*	422	375.0	385.0	1.0	14.0	24.0	5.0	44.0	http://dbpedia.org/resource/Felician_College	low	low	542.0
2616.0	Monmouth College	NJ	IIA	616	509	408.0	519.0	783	668	523.0	669.0	41.0	55.0	29.0	1.0	126.0	http://dbpedia.org/resource/Monmouth_College	high	high	544.0
2617.0	Montclair State College	NJ	IIA	647	521	417.0	532.0	802	661	541.0	672.0	155.0	130.0	125.0	9.0	419.0	http://dbpedia.org/resource/Montclair_State_University	high	high	545.0
2621.0	New Jersey Institute of Technology	NJ	IIA	771	606	501.0	615.0	976	790	670.0	799.0	104.0	98.0	71.0	0.0	303.0	http://dbpedia.org/resource/New_Jersey_Institute_of_Technology	high	high	546.0
2622.0	Kean College of New Jersey	NJ	IIA	640	516	423.0	525.0	833	691	582.0	700.0	115.0	107.0	115.0	3.0	340.0	http://dbpedia.org/resource/Kean_University	high	high	547.0
2625.0	William Paterson College	NJ	IIB	653	519	409.0	535.0	859	687	541.0	707.0	120.0	97.0	88.0	7.0	312.0	http://dbpedia.org/resource/William_Paterson_University	high	high	548.0
2627.0	Princeton University	NJ	I	963	564	437.0	749.0	1154	686	534.0	901.0	402.0	66.0	179.0	16.0	702.0	http://dbpedia.org/resource/Princeton_University	high	high	549.0
2628.0	Rider College	NJ	IIA	636	552	511.0	564.0	764	668	604.0	677.0	59.0	103.0	41.0	1.0	208.0	http://dbpedia.org/resource/Rider_University	high	high	550.0
2638.0	Saint Peter's College	NJ	IIB	477	391	317.0	404.0	600	498	412.0	514.0	46.0	42.0	21.0	5.0	117.0	http://dbpedia.org/resource/Saint_Peter's_College_(New_Jersey)	medium	medium	552.0
2639.0	Stevens Institute of Technology	NJ	IIA	647	494	415.0	544.0	807	634	525.0	685.0	66.0	37.0	30.0	4.0	137.0	http://dbpedia.org/resource/Stevens_Institute_of_Technology	high	high	553.0
2642.0	Trenton State College	NJ	IIB	644	524	422.0	525.0	845	691	557.0	690.0	108.0	81.0	123.0	1.0	313.0	http://dbpedia.org/resource/The_College_of_New_Jersey	high	high	554.0
9344.0	Ramapo College of New Jersey	NJ	IIB	645	527	407.0	532.0	835	701	563.0	706.0	49.0	40.0	41.0	1.0	131.0	http://dbpedia.org/resource/Ramapo_College	high	high	555.0
2093.0	Saint John's College	NM	IIB	*	*	?	442.0	*	*	?	587.0	0.0	0.0	0.0	0.0	53.0	http://dbpedia.org/resource/St._John's_College_(Brantford)	medium	medium	557.0
2569.0	University of Nevada-Las Vegas	NV	IIA	596	476	392.0	452.0	699	564	468.0	537.0	152.0	192.0	214.0	0.0	642.0	http://dbpedia.org/resource/University_of_Nevada,_Las_Vegas	medium	medium	559.0
2668.0	Alfred University	NY	IIA	520	427	367.0	439.0	641	538	467.0	548.0	46.0	25.0	36.0	6.0	113.0	http://dbpedia.org/resource/Alfred_University	medium	medium	561.0
2681.0	Canisius College	NY	IIA	542	480	370.0	468.0	679	599	450.0	582.0	57.0	73.0	51.0	0.0	181.0	http://dbpedia.org/resource/Canisius_College	medium	medium	563.0
2685.0	Cazenovia College	NY	IIB	443	354	295.0	337.0	549	445	374.0	423.0	8.0	13.0	21.0	3.0	45.0	http://dbpedia.org/resource/Cazenovia_College	low	low	564.0
2701.0	Colgate University	NY	IIB	669	505	406.0	539.0	848	637	497.0	677.0	78.0	61.0	56.0	3.0	198.0	http://dbpedia.org/resource/Colgate_University	high	high	566.0
2703.0	College of Mount St. Vincent	NY	IIB	*	388	336.0	366.0	*	476	410.0	450.0	5.0	24.0	20.0	7.0	56.0	http://dbpedia.org/resource/College_of_Mount_Saint_Vincent	medium	medium	567.0
2704.0	College of New Rochelle	NY	IIA	539	449	391.0	447.0	693	579	499.0	574.0	11.0	38.0	17.0	1.0	67.0	http://dbpedia.org/resource/College_of_New_Rochelle	medium	medium	568.0
2705.0	College of Saint Rose	NY	IIA	456	408	329.0	374.0	534	503	403.0	455.0	19.0	50.0	46.0	14.0	129.0	http://dbpedia.org/resource/The_College_of_Saint_Rose	medium	medium	569.0
2707.0	Columbia University	NY	I	882	554	452.0	687.0	1136	767	646.0	915.0	477.0	185.0	199.0	11.0	923.0	http://dbpedia.org/resource/Columbia_University	high	high	570.0
2709.0	Concordia College	NY	IIB	352	289	275.0	303.0	436	366	363.0	387.0	11.0	6.0	14.0	1.0	32.0	http://dbpedia.org/resource/Concordia_College_(Moorhead)	low	low	572.0
2713.0	Dominican College	NY	IIB	*	400	354.0	365.0	*	508	438.0	454.0	4.0	10.0	19.0	9.0	42.0	http://dbpedia.org/resource/Dominican_University_College	medium	medium	574.0
2718.0	Elmira College	NY	IIB	497	342	306.0	359.0	666	449	395.0	472.0	13.0	24.0	26.0	0.0	63.0	http://dbpedia.org/resource/Elmira_College	medium	medium	575.0
2728.0	Hamilton College	NY	IIB	631	478	377.0	478.0	801	608	475.0	604.0	46.0	37.0	54.0	12.0	149.0	http://dbpedia.org/resource/Hamilton_College_(Iowa)	medium	high	577.0
2729.0	Hartwick College	NY	IIB	505	423	340.0	419.0	628	517	409.0	513.0	50.0	23.0	36.0	0.0	123.0	http://dbpedia.org/resource/Hartwick_College	medium	medium	578.0
2732.0	Hofstra University	NY	I	757	550	470.0	584.0	956	692	579.0	731.0	127.0	131.0	141.0	7.0	406.0	http://dbpedia.org/resource/Hofstra_University	high	high	579.0
2734.0	Houghton College	NY	IIB	370	323	265.0	327.0	487	424	343.0	428.0	30.0	29.0	17.0	1.0	77.0	http://dbpedia.org/resource/Houghton_College	low	low	580.0
2735.0	Hilbert College	NY	IIB	318	*	261.0	278.0	376	*	315.0	336.0	6.0	3.0	12.0	7.0	28.0	http://dbpedia.org/resource/Hilbert_College	low	low	581.0
2739.0	Ithaca College	NY	IIB	606	484	366.0	443.0	761	605	461.0	557.0	70.0	153.0	184.0	21.0	428.0	http://dbpedia.org/resource/Ithaca_College	medium	medium	583.0
2744.0	Keuka College	NY	IIB	403	346	283.0	338.0	473	412	335.0	399.0	15.0	8.0	19.0	0.0	42.0	http://dbpedia.org/resource/Keuka_College	low	low	584.0
2748.0	Le Moyne College	NY	IIB	542	455	365.0	445.0	684	576	465.0	564.0	30.0	50.0	36.0	3.0	119.0	http://dbpedia.org/resource/Le_Moyne_College	medium	medium	585.0
2765.0	Marist College	NY	IIB	580	485	373.0	417.0	741	643	481.0	542.0	16.0	34.0	91.0	0.0	151.0	http://dbpedia.org/resource/Marist_College	medium	medium	587.0
2768.0	Marymount College Tarrytown	NY	IIB	426	349	297.0	357.0	546	442	383.0	455.0	17.0	24.0	13.0	2.0	56.0	http://dbpedia.org/resource/Marymount_College,_Tarrytown	medium	medium	588.0
2769.0	Marymount Manhattan College	NY	IIB	*	407	332.0	382.0	*	495	407.0	464.0	4.0	26.0	19.0	0.0	49.0	http://dbpedia.org/resource/Marymount_Manhattan_College	medium	medium	589.0
2777.0	Medaille College	NY	IIB	435	371	276.0	349.0	525	446	322.0	418.0	11.0	16.0	13.0	2.0	43.0	http://dbpedia.org/resource/Medaille_College	low	low	592.0
2778.0	Mount Saint Mary College	NY	IIB	514	407	349.0	395.0	633	505	424.0	482.0	14.0	8.0	23.0	6.0	51.0	http://dbpedia.org/resource/Mount_Saint_Mary_College	medium	medium	593.0
2779.0	Nazareth College of Rochester	NY	IIB	513	428	343.0	430.0	634	533	425.0	532.0	37.0	33.0	35.0	0.0	105.0	http://dbpedia.org/resource/Nazareth_College_(New_York)	medium	medium	594.0
2785.0	New York University	NY	I	887	591	507.0	683.0	1172	785	674.0	905.0	532.0	337.0	252.0	42.0	1231.0	http://dbpedia.org/resource/New_York_University	high	high	595.0
2788.0	Niagara University	NY	IIA	503	430	376.0	443.0	612	524	448.0	537.0	39.0	43.0	24.0	2.0	108.0	http://dbpedia.org/resource/Niagara_University	medium	medium	596.0
2803.0	Rensselaer Polytechnic Institute	NY	I	750	548	475.0	640.0	922	703	601.0	799.0	190.0	118.0	61.0	0.0	369.0	http://dbpedia.org/resource/Rensselaer_Polytechnic_Institute	high	high	598.0
2806.0	Rochester Institute of Technology	NY	IIA	568	476	417.0	466.0	710	603	527.0	587.0	182.0	215.0	179.0	13.0	665.0	http://dbpedia.org/resource/Rochester_Institute_of_Technology	medium	medium	599.0
2820.0	St. Francis College	NY	IIB	543	466	350.0	446.0	689	607	457.0	573.0	22.0	14.0	14.0	7.0	57.0	http://dbpedia.org/resource/St._Francis'_College	medium	medium	603.0
