FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	Dbpedia_URL
2327	University of Michigan-Flint	MI	IIA	566	460	409	437	708	582	522	555	43	46	57	1	184	http://dbpedia.org/resource/University_of_Michigan%E2%80%93Flint
2329	Wayne State University	MI	I	683	525	447	535	846	664	560	669	317	267	216	8	925	http://dbpedia.org/resource/Wayne_State_University
2330	Western Michigan University	MI	I	603	489	396	502	755	620	505	633	285	233	189	24	731	http://dbpedia.org/resource/Western_Michigan_University
6771	Center for Creative Studies	MI	IIB	401	333	263	360	489	413	331	442	29	11	6	2	48	http://dbpedia.org/resource/College_for_Creative_Studies
9092	University of Michigan-Ann Arbor	MI	I	777	577	460	605	955	731	595	760	850	419	472	9	1968	http://dbpedia.org/resource/University_of_Michigan
2334	Augsburg College	MN	IIB	432	356	314	357	559	449	387	450	35	29	58	1	123	http://dbpedia.org/resource/Augsburg_College
2336	Bemidji State University	MN	IIA	490	403	341	419	629	520	443	539	91	40	50	11	192	http://dbpedia.org/resource/Bemidji_State_University
2340	Carleton College	MN	IIB	638	486	394	521	807	604	505	659	68	36	45	4	155	http://dbpedia.org/resource/Carleton_College
2341	College of Saint Benedict	MN	IIB	493	404	334	381	595	512	405	468	18	50	47	8	125	http://dbpedia.org/resource/College_of_Saint_Benedict_and_Saint_John's_University
2342	College of St. Catherine	MN	IIB	428	369	326	356	515	448	385	427	27	53	54	9	143	http://dbpedia.org/resource/St._Catherine_University
2343	College of St. Scholastica	MN	IIB	461	374	327	345	568	466	421	436	14	31	50	18	119	http://dbpedia.org/resource/The_College_of_St._Scholastica
2345	University of St. Thomas	MN	IIA	563	429	366	402	702	538	465	508	31	104	146	29	310	http://dbpedia.org/resource/University_of_St._Thomas_(Minnesota)
2346	Concordia College-Moorhead	MN	IIB	527	419	356	413	638	503	426	496	47	38	60	21	166	http://dbpedia.org/resource/Concordia_College_(Moorhead)
2353	Gustavus Adolphus College	MN	IIB	486	402	338	408	625	507	423	518	59	47	44	12	162	http://dbpedia.org/resource/Gustavus_Adolphus_College
2354	Hamline University	MN	IIA	556	451	342	461	706	575	424	583	58	29	27	8	128	http://dbpedia.org/resource/Hamline_University
2358	Macalester College	MN	IIB	639	492	406	514	807	622	500	645	46	32	36	7	121	http://dbpedia.org/resource/Macalester_College
2360	Mankato State University	MN	IIA	523	441	371	453	662	567	482	580	210	138	125	16	489	http://dbpedia.org/resource/Minnesota_State_University,_Mankato
2367	Moorhead State University	MN	IIA	512	421	353	419	651	544	461	540	131	65	120	29	345	http://dbpedia.org/resource/Minnesota_State_University_Moorhead
2371	Northwestern College	MN	IIB	373	339	313	333	510	454	406	441	13	16	27	1	57	http://dbpedia.org/resource/Northwestern_College_(Minnesota)
2375	Southwest State University	MN	IIB	525	417	355	459	686	551	466	602	57	40	19	1	117	http://dbpedia.org/resource/Southwest_Minnesota_State_University
2377	St. Cloud State University	MN	IIA	518	417	354	441	662	546	464	570	259	143	146	25	573	http://dbpedia.org/resource/St._Cloud_State_University
2379	St. John's University	MN	IIB	512	412	353	418	672	523	435	532	37	44	38	6	126	http://dbpedia.org/resource/St._John's_University_of_Tanzania
2382	St. Olaf College	MN	IIB	551	417	355	446	673	509	430	543	82	93	49	11	235	http://dbpedia.org/resource/St._Olaf_College
2388	University of Minnesota-Duluth	MN	IIA	551	446	386	458	719	591	520	606	90	112	72	11	285	http://dbpedia.org/resource/University_of_Minnesota_Duluth
2389	University of Minnesota-Morris	MN	IIB	533	399	334	389	697	534	457	522	27	23	45	17	112	http://dbpedia.org/resource/University_of_Minnesota_Morris
2394	Winona State University	MN	IIB	515	420	358	430	652	537	454	547	118	73	85	17	293	http://dbpedia.org/resource/Winona_State_University
3969	University of Minnesota-Twin Cities	MN	I	662	468	418	557	842	613	552	719	785	468	271	12	1538	http://dbpedia.org/resource/University_of_Minnesota
9058	Bethel College	MN	IIB	430	356	313	375	597	464	404	503	43	48	12	7	110	http://dbpedia.org/resource/Bethel_College_(Kansas)
2449	Avila College	MO	IIB	379	340	295	317	459	404	349	377	10	13	17	12	52	http://dbpedia.org/resource/Avila_College
2453	Central Methodist College	MO	IIB	402	336	252	310	478	403	308	374	11	20	22	3	56	http://dbpedia.org/resource/Central_Methodist_University
2456	Columbia College	MO	IIB	362	307	273	299	437	375	336	364	10	11	22	3	46	http://dbpedia.org/resource/Columbia_College_Chicago
2460	Culver-Stockton College	MO	IIB	396	348	297	332	463	406	347	388	9	20	22	1	52	http://dbpedia.org/resource/Culver%E2%80%93Stockton_College
2461	Drury College	MO	IIB	448	394	323	375	546	483	400	460	26	23	31	2	87	http://dbpedia.org/resource/Drury_University
2479	Lincoln University	MO	IIA	414	335	282	308	506	413	350	381	22	22	45	30	119	http://dbpedia.org/resource/Lincoln_University_(Pennsylvania)
2480	Lindenwood College	MO	IIA	416	367	306	340	477	422	354	392	15	27	55	0	97	http://dbpedia.org/resource/Lindenwood_University
2488	Missouri Southern State Coll	MO	IIB	489	406	349	389	592	496	430	476	42	50	67	28	187	http://dbpedia.org/resource/Missouri_Southern_State_University
2489	Missouri Valley College	MO	IIB	*	318	285	302	*	379	334	357	4	18	22	3	47	http://dbpedia.org/resource/Missouri_Valley_College
2490	Missouri Western State College	MO	IIB	473	393	334	385	580	483	414	474	44	44	64	9	161	http://dbpedia.org/resource/Missouri_Western_State_University
2498	Park College	MO	IIB	341	320	283	299	407	388	336	356	10	8	24	3	45	http://dbpedia.org/resource/Park_College_of_Engineering_and_Technology
2499	Rockhurst College	MO	IIB	448	380	350	369	548	460	422	448	15	31	33	9	88	http://dbpedia.org/resource/Rockhurst_University
2500	College of The Ozarks	MO	IIB	446	392	350	393	547	483	425	482	27	25	23	4	79	http://dbpedia.org/resource/College_of_the_Ozarks
2506	Saint Louis University	MO	I	657	475	402	500	783	575	484	600	133	111	120	31	395	http://dbpedia.org/resource/Saint_Louis_University
2512	Stephens College	MO	IIB	*	*	*	282	*	*	*	364	0	0	0	0	62	http://dbpedia.org/resource/Stephens_College
2516	University of Missouri-Columbia	MO	I	603	456	407	485	729	560	499	592	336	256	244	63	899	http://dbpedia.org/resource/University_of_Missouri
2517	University of Missouri-Rolla	MO	I	663	508	454	564	802	626	557	686	114	79	56	4	253	http://dbpedia.org/resource/Missouri_University_of_Science_and_Technology
2518	University of Missouri-Kansas City	MO	I	580	445	381	473	702	545	467	577	151	167	107	9	434	http://dbpedia.org/resource/University_of_Missouri%E2%80%93Kansas_City
2519	University of Missouri-St. Louis	MO	I	576	460	412	476	699	561	503	579	86	103	110	5	304	http://dbpedia.org/resource/University_of_Missouri%E2%80%93St._Louis
2520	Washington University	MO	I	782	534	451	601	952	652	540	730	264	136	175	18	620	http://dbpedia.org/resource/Washington_University_Libraries
2521	Webster University	MO	IIA	505	435	325	395	623	542	414	495	28	29	55	0	115	http://dbpedia.org/resource/Webster_University
2523	Westminster College	MO	IIB	451	390	298	381	549	481	361	465	17	17	12	4	50	http://dbpedia.org/resource/Westminster_College_(Pennsylvania)
2524	William Jewell College	MO	IIB	422	342	306	364	529	458	391	463	42	12	31	3	88	http://dbpedia.org/resource/William_Jewell_College
2525	William Woods University	MO	IIB	370	303	290	312	476	374	350	390	13	13	13	5	45	http://dbpedia.org/resource/William_Woods_University
9089	Hannibal-LaGrange College	MO	IIB	*	284	248	258	*	366	308	324	4	8	21	5	38	http://dbpedia.org/resource/Hannibal-LaGrange_University
2396	Alcorn State University	MS	IIB	419	371	326	320	534	473	414	406	25	35	35	73	168	http://dbpedia.org/resource/Alcorn_State_University
2397	Belhaven College	MS	IIB	364	304	298	314	423	355	348	366	9	8	15	2	34	http://dbpedia.org/resource/Belhaven_University
2403	Delta State University	MS	IIA	400	337	314	337	487	413	386	413	60	32	47	36	175	http://dbpedia.org/resource/Delta_State_University
2410	Jackson State University	MS	IIA	425	391	337	362	511	471	407	436	81	79	114	54	328	http://dbpedia.org/resource/Jackson_State_University
2414	Millsaps College	MS	IIB	498	376	322	387	615	478	381	475	25	27	29	4	85	http://dbpedia.org/resource/Millsaps_College
2423	Mississippi State University	MS	I	540	432	389	455	649	521	471	548	278	191	155	40	669	http://dbpedia.org/resource/Mississippi_State_University
2433	Rust College	MS	IIB	341	280	302	285	382	313	337	318	11	8	24	18	61	http://dbpedia.org/resource/Rust_College
2439	Tougaloo College	MS	IIB	300	267	244	262	370	327	289	318	17	22	18	9	66	http://dbpedia.org/resource/Tougaloo_College
2440	University of Mississippi	MS	I	558	428	384	440	676	524	471	537	138	111	158	29	439	http://dbpedia.org/resource/University_of_Mississippi
2441	University of Southern Mississippi	MS	I	562	438	352	438	664	520	420	520	183	162	160	58	563	http://dbpedia.org/resource/University_of_Southern_Mississippi
2526	Carroll College	MT	IIB	394	343	285	326	478	413	344	394	12	23	29	0	64	http://dbpedia.org/resource/Carroll_College_(Montana)
2527	College of Great Falls	MT	IIB	361	305	258	299	459	367	312	364	10	19	7	7	43	http://dbpedia.org/resource/University_of_Great_Falls
2530	Eastern Montana College	MT	IIA	409	358	292	348	500	440	364	430	47	41	48	5	141	http://dbpedia.org/resource/Montana_State_University_Billings
2532	Montana State University	MT	I	497	397	346	407	602	487	427	498	154	146	144	24	468	http://dbpedia.org/resource/Montana_State_University
2536	University of Montana	MT	I	446	365	323	392	537	442	395	474	200	79	95	16	390	http://dbpedia.org/resource/University_of_Montana
2906	Appalachian State University	NC	IIA	491	413	366	424	598	505	448	518	249	117	113	19	545	http://dbpedia.org/resource/Appalachian_State_University
2908	Barton College	NC	IIB	348	312	299	311	411	372	349	365	18	25	37	3	84	http://dbpedia.org/resource/Barton_College
2909	Barber-Scotia College	NC	IIB	352	312	287	297	412	360	335	347	13	12	14	13	52	http://dbpedia.org/resource/Barber%E2%80%93Scotia_College
2910	Belmont Abbey College	NC	IIB	348	316	281	309	434	392	350	384	8	21	17	0	46	http://dbpedia.org/resource/Belmont_Abbey_College
2911	Bennett College	NC	IIB	351	377	300	323	418	437	346	375	9	16	16	11	52	http://dbpedia.org/resource/Bennett_College
2914	Catawba College	NC	IIB	395	326	288	342	490	394	345	418	30	12	23	1	66	http://dbpedia.org/resource/Catawba_College
2918	Davidson College	NC	IIB	626	460	356	506	801	591	440	644	60	34	32	4	130	http://dbpedia.org/resource/Davidson_College
2920	Duke University	NC	I	854	584	459	699	1055	728	553	862	330	149	141	0	620	http://dbpedia.org/resource/Duke_University
2923	East Carolina University	NC	IIA	554	430	377	415	672	525	462	507	189	187	261	11	792	http://dbpedia.org/resource/East_Carolina_University
2927	Elon College	NC	IIB	459	388	331	372	572	482	401	456	30	38	64	6	138	http://dbpedia.org/resource/Elon_University
2929	Gardner-Webb University	NC	IIB	348	305	294	312	414	357	349	371	39	7	26	15	87	http://dbpedia.org/resource/Gardner%E2%80%93Webb_University
2930	Greensboro College	NC	IIB	377	331	309	333	456	400	367	404	11	21	10	2	44	http://dbpedia.org/resource/Greensboro_College
2931	Guilford College	NC	IIB	492	414	338	410	615	505	407	503	32	22	29	5	90	http://dbpedia.org/resource/Guilford_College
2933	High Point University	NC	IIB	475	397	330	349	591	496	407	435	14	25	35	9	94	http://dbpedia.org/resource/High_Point_University
2936	Johnson C. Smith University	NC	IIB	408	357	303	327	485	427	367	394	11	27	34	12	84	http://dbpedia.org/resource/Johnson_C._Smith_University
2942	Livingstone College	NC	IIB	*	257	263	259	*	292	298	294	5	12	22	14	53	http://dbpedia.org/resource/Livingstone_College
2944	Mars Hill College	NC	IIB	356	308	259	309	426	378	309	372	35	16	18	11	80	http://dbpedia.org/resource/Mars_Hill_College
2945	Meredith College	NC	IIB	440	373	328	366	517	442	387	431	26	30	31	16	103	http://dbpedia.org/resource/Meredith_College
2946	Methodist College	NC	IIB	348	309	295	316	416	371	353	379	21	21	19	1	62	http://dbpedia.org/resource/Methodist_College_Belfast
2951	North Carolina Wesleyan Coll	NC	IIB	384	317	299	320	478	385	360	389	10	13	20	2	45	http://dbpedia.org/resource/North_Carolina_Wesleyan_College
2954	Pembroke State University	NC	IIA	538	403	341	413	655	495	421	505	49	32	31	2	143	http://dbpedia.org/resource/University_of_North_Carolina_at_Pembroke
2955	Pfeiffer College	NC	IIB	395	322	269	337	471	381	321	401	23	9	15	2	49	http://dbpedia.org/resource/Pfeiffer_University
2957	Queens College	NC	IIB	427	360	319	350	511	437	384	422	14	21	20	8	63	http://dbpedia.org/resource/Queens'_College,_Cambridge
2960	Salem College	NC	IIB	378	349	283	324	466	451	349	407	9	15	17	3	44	http://dbpedia.org/resource/Salem_College
2962	Shaw University	NC	IIB	*	321	293	292	*	383	348	345	5	19	43	25	92	http://dbpedia.org/resource/Shaw_University
2978	Wake Forest University	NC	IIA	685	526	433	557	837	641	508	674	135	86	74	18	323	http://dbpedia.org/resource/Wake_Forest_University
2979	Warren Wilson College	NC	IIB	*	*	*	283	*	*	*	352	0	0	0	0	42	http://dbpedia.org/resource/Warren_Wilson_College
2981	Western Carolina University	NC	IIA	515	439	364	414	627	537	448	506	71	106	93	1	319	http://dbpedia.org/resource/Western_Carolina_University
2985	Wingate College	NC	IIB	380	308	301	320	469	385	366	394	23	25	24	7	79	http://dbpedia.org/resource/Wingate_University
2989	Dickinson State University	ND	IIB	402	342	302	316	506	432	376	397	9	14	33	13	71	http://dbpedia.org/resource/Dickinson_State_University
2993	Mayville State University	ND	IIB	415	*	313	340	519	*	399	429	9	4	21	3	37	http://dbpedia.org/resource/Mayville_State_University
2994	Minot State University	ND	IIA	457	383	331	347	563	477	416	436	34	41	68	16	188	http://dbpedia.org/resource/Minot_State_University
3005	University of North Dakota	ND	I	460	391	345	379	572	489	431	473	130	124	163	27	472	http://dbpedia.org/resource/University_of_North_Dakota
3008	Valley City State University	ND	IIB	403	368	313	340	501	462	383	425	12	14	16	6	54	http://dbpedia.org/resource/Valley_City_State_University
2539	Chadron State College	NE	IIA	491	404	329	390	593	500	406	476	33	20	19	19	91	http://dbpedia.org/resource/Chadron_State_College
2540	College of Saint Mary	NE	IIB	*	321	293	300	*	395	347	362	5	13	19	6	43	http://dbpedia.org/resource/Ohio_Dominican_University
2541	Concordia Teachers College	NE	IIB	352	316	282	320	423	390	357	393	22	16	15	1	54	http://dbpedia.org/resource/Concordia_University_(Nebraska)
2542	Creighton University	NE	IIA	649	462	351	437	793	562	418	529	66	119	127	22	342	http://dbpedia.org/resource/Creighton_University
2543	Dana College	NE	IIB	338	300	276	300	404	368	336	364	11	11	11	3	36	http://dbpedia.org/resource/Dana_College
2544	Doane College	NE	IIB	436	392	326	360	521	465	391	431	17	7	28	5	57	http://dbpedia.org/resource/Doane_College
2548	Hastings College	NE	IIB	426	359	305	353	516	434	369	426	19	19	24	4	66	http://dbpedia.org/resource/Hastings_College
2551	University of Nebraska at Kearney	NE	IIA	509	433	365	409	618	533	448	502	81	89	92	9	309	http://dbpedia.org/resource/University_of_Nebraska_at_Kearney
2553	Midland Lutheran College	NE	IIB	372	*	278	301	449	*	346	371	14	4	25	9	52	http://dbpedia.org/resource/Midland_University
2554	University of Nebraska at Omaha	NE	IIA	528	446	417	452	635	540	507	547	149	115	97	36	403	http://dbpedia.org/resource/University_of_Nebraska_at_Omaha
2555	Nebraska Wesleyan University	NE	IIB	454	381	327	396	548	468	400	481	37	23	25	2	87	http://dbpedia.org/resource/Nebraska_Wesleyan_University
2559	Peru State College	NE	IIB	483	402	308	367	584	493	385	452	14	8	19	9	50	http://dbpedia.org/resource/Peru_State_College
2563	Union College	NE	IIB	290	293	272	288	358	359	334	354	18	14	7	1	40	http://dbpedia.org/resource/Union_College
2565	University of Nebraska-Lincoln	NE	I	661	477	410	523	792	584	505	635	436	344	316	31	1127	http://dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln
9743	Bellevue College	NE	IIB	379	340	289	317	449	404	346	378	6	12	23	0	41	http://dbpedia.org/resource/Bellevue_College
9862	Clarkson College	NE	IIB	*	407	377	368	*	469	434	425	1	6	8	11	26	http://dbpedia.org/resource/Clarkson_College
2572	Colby-Sawyer College	NH	IIB	397	380	277	329	488	468	349	410	9	9	19	1	38	http://dbpedia.org/resource/Colby%E2%80%93Sawyer_College
2573	Dartmouth College	NH	I	785	536	429	610	1002	686	532	774	163	89	114	5	371	http://dbpedia.org/resource/Dartmouth_College
2575	Franklin Pierce College	NH	IIB	470	382	323	399	605	487	412	510	28	29	17	2	76	http://dbpedia.org/resource/Franklin_Pierce_University
2579	New England College	NH	IIB	423	329	251	327	551	437	313	423	20	20	23	2	65	http://dbpedia.org/resource/New_England_College
2580	New Hampshire College	NH	IIA	567	425	356	459	728	558	464	597	31	32	15	5	83	http://dbpedia.org/resource/University_of_New_Hampshire
2584	Notre Dame College	NH	IIB	335	299	261	286	393	383	312	349	6	11	13	4	34	http://dbpedia.org/resource/Notre_Dame_College
2586	Rivier College	NH	IIA	449	363	331	365	541	419	392	429	12	29	18	7	66	http://dbpedia.org/resource/Rivier_College
2587	Saint Anselm College	NH	IIB	512	403	338	381	633	508	435	483	16	35	51	7	109	http://dbpedia.org/resource/Saint_Anselm_College
2589	University of New Hampshire	NH	I	587	454	375	482	729	575	483	607	196	253	127	0	576	http://dbpedia.org/resource/University_of_New_Hampshire
2590	Keene State College	NH	IIB	494	417	337	426	622	532	439	542	61	46	40	2	149	http://dbpedia.org/resource/Keene_State_College
2597	Bloomfield College	NJ	IIB	476	434	354	406	602	547	443	510	12	13	17	4	46	http://dbpedia.org/resource/Bloomfield_College
2599	Centenary College	NJ	IIB	*	305	252	266	*	371	310	326	1	10	16	9	36	http://dbpedia.org/resource/Centenary_College_of_Louisiana
2600	College of Saint Elizabeth	NJ	IIB	426	388	322	365	490	437	384	420	9	19	16	3	47	http://dbpedia.org/resource/College_of_Saint_Elizabeth
2603	Drew University	NJ	IIA	603	463	386	529	762	580	479	664	61	28	15	4	108	http://dbpedia.org/resource/Drew_University
2608	Georgian Court College	NJ	IIB	490	425	373	403	592	509	450	487	19	13	30	8	71	http://dbpedia.org/resource/Georgian_Court_University
2610	Felician College	NJ	IIB	*	351	311	320	*	422	375	385	1	14	24	5	44	http://dbpedia.org/resource/Felician_College
2613	Jersey City State College	NJ	IIB	649	525	405	520	840	697	558	692	80	66	90	1	237	http://dbpedia.org/resource/New_Jersey_City_University
2616	Monmouth College	NJ	IIA	616	509	408	519	783	668	523	669	41	55	29	1	126	http://dbpedia.org/resource/Monmouth_College
2617	Montclair State College	NJ	IIA	647	521	417	532	802	661	541	672	155	130	125	9	419	http://dbpedia.org/resource/Montclair_State_University
2621	New Jersey Institute of Technology	NJ	IIA	771	606	501	615	976	790	670	799	104	98	71	0	303	http://dbpedia.org/resource/New_Jersey_Institute_of_Technology
2622	Kean College of New Jersey	NJ	IIA	640	516	423	525	833	691	582	700	115	107	115	3	340	http://dbpedia.org/resource/Kean_University
2625	William Paterson College	NJ	IIB	653	519	409	535	859	687	541	707	120	97	88	7	312	http://dbpedia.org/resource/William_Paterson_University
2627	Princeton University	NJ	I	963	564	437	749	1154	686	534	901	402	66	179	16	702	http://dbpedia.org/resource/Princeton_University
2628	Rider College	NJ	IIA	636	552	511	564	764	668	604	677	59	103	41	1	208	http://dbpedia.org/resource/Rider_University
2632	Seton Hall University	NJ	IIA	736	557	414	553	894	683	507	675	98	110	101	13	332	http://dbpedia.org/resource/Seton_Hall_University
2638	Saint Peter's College	NJ	IIB	477	391	317	404	600	498	412	514	46	42	21	5	117	http://dbpedia.org/resource/Saint_Peter's_College_(New_Jersey)
2639	Stevens Institute of Technology	NJ	IIA	647	494	415	544	807	634	525	685	66	37	30	4	137	http://dbpedia.org/resource/Stevens_Institute_of_Technology
2642	Trenton State College	NJ	IIB	644	524	422	525	845	691	557	690	108	81	123	1	313	http://dbpedia.org/resource/The_College_of_New_Jersey
9344	Ramapo College of New Jersey	NJ	IIB	645	527	407	532	835	701	563	706	49	40	41	1	131	http://dbpedia.org/resource/Ramapo_College
9345	Stockton State College	NJ	IIB	656	496	393	492	790	607	490	603	47	58	65	8	178	http://dbpedia.org/resource/Richard_Stockton_College_of_New_Jersey
2093	Saint John's College	NM	IIB	*	*	*	442	*	*	*	587	0	0	0	0	53	http://dbpedia.org/resource/St._John's_College_(Brantford)
2568	University of Nevada - Reno	NV	I	647	480	390	508	741	558	458	589	145	133	95	5	403	http://dbpedia.org/resource/University_of_Nevada,_Reno
2569	University of Nevada-Las Vegas	NV	IIA	596	476	392	452	699	564	468	537	152	192	214	0	642	http://dbpedia.org/resource/University_of_Nevada,_Las_Vegas
2667	Dowling College	NY	IIB	661	596	484	563	891	822	679	776	25	29	36	3	93	http://dbpedia.org/resource/Dowling_College
2668	Alfred University	NY	IIA	520	427	367	439	641	538	467	548	46	25	36	6	113	http://dbpedia.org/resource/Alfred_University
2671	Bard College	NY	IIB	657	460	365	521	860	605	481	683	40	15	29	0	84	http://dbpedia.org/resource/Bard_College
2681	Canisius College	NY	IIA	542	480	370	468	679	599	450	582	57	73	51	0	181	http://dbpedia.org/resource/Canisius_College
2685	Cazenovia College	NY	IIB	443	354	295	337	549	445	374	423	8	13	21	3	45	http://dbpedia.org/resource/Cazenovia_College
2699	Clarkson University	NY	I	703	515	475	563	875	658	593	707	55	58	43	5	161	http://dbpedia.org/resource/Clarkson_University
2701	Colgate University	NY	IIB	669	505	406	539	848	637	497	677	78	61	56	3	198	http://dbpedia.org/resource/Colgate_University
2703	College of Mount St. Vincent	NY	IIB	*	388	336	366	*	476	410	450	5	24	20	7	56	http://dbpedia.org/resource/College_of_Mount_Saint_Vincent
2704	College of New Rochelle	NY	IIA	539	449	391	447	693	579	499	574	11	38	17	1	67	http://dbpedia.org/resource/College_of_New_Rochelle
2705	College of Saint Rose	NY	IIA	456	408	329	374	534	503	403	455	19	50	46	14	129	http://dbpedia.org/resource/The_College_of_Saint_Rose
2707	Columbia University	NY	I	882	554	452	687	1136	767	646	915	477	185	199	11	923	http://dbpedia.org/resource/Columbia_University
2708	Barnard College	NY	IIB	733	516	395	508	943	652	509	654	49	19	56	6	154	http://dbpedia.org/resource/Barnard_College
2709	Concordia College	NY	IIB	352	289	275	303	436	366	363	387	11	6	14	1	32	http://dbpedia.org/resource/Concordia_College_(Moorhead)
2712	D'Youville College	NY	IIB	404	385	327	359	485	456	390	427	15	22	32	7	76	http://dbpedia.org/resource/D'Youville_College
2713	Dominican College	NY	IIB	*	400	354	365	*	508	438	454	4	10	19	9	42	http://dbpedia.org/resource/Dominican_University_College
2718	Elmira College	NY	IIB	497	342	306	359	666	449	395	472	13	24	26	0	63	http://dbpedia.org/resource/Elmira_College
2722	Fordham University	NY	I	744	573	444	590	945	729	557	748	166	183	140	9	498	http://dbpedia.org/resource/Fordham_University
2728	Hamilton College	NY	IIB	631	478	377	478	801	608	475	604	46	37	54	12	149	http://dbpedia.org/resource/Hamilton_College_(Iowa)
2729	Hartwick College	NY	IIB	505	423	340	419	628	517	409	513	50	23	36	0	123	http://dbpedia.org/resource/Hartwick_College
2732	Hofstra University	NY	I	757	550	470	584	956	692	579	731	127	131	141	7	406	http://dbpedia.org/resource/Hofstra_University
2734	Houghton College	NY	IIB	370	323	265	327	487	424	343	428	30	29	17	1	77	http://dbpedia.org/resource/Houghton_College
2735	Hilbert College	NY	IIB	318	*	261	278	376	*	315	336	6	3	12	7	28	http://dbpedia.org/resource/Hilbert_College
2737	Iona College	NY	IIA	594	462	393	461	756	594	496	587	42	81	59	10	192	http://dbpedia.org/resource/Iona_College_(Queensland)
2739	Ithaca College	NY	IIB	606	484	366	443	761	605	461	557	70	153	184	21	428	http://dbpedia.org/resource/Ithaca_College
2744	Keuka College	NY	IIB	403	346	283	338	473	412	335	399	15	8	19	0	42	http://dbpedia.org/resource/Keuka_College
2748	Le Moyne College	NY	IIB	542	455	365	445	684	576	465	564	30	50	36	3	119	http://dbpedia.org/resource/Le_Moyne_College
2758	Manhattan College	NY	IIA	595	500	388	488	767	627	495	621	45	74	50	3	172	http://dbpedia.org/resource/Manhattan_College
2765	Marist College	NY	IIB	580	485	373	417	741	643	481	542	16	34	91	0	151	http://dbpedia.org/resource/Marist_College
2768	Marymount College Tarrytown	NY	IIB	426	349	297	357	546	442	383	455	17	24	13	2	56	http://dbpedia.org/resource/Marymount_College,_Tarrytown
2769	Marymount Manhattan College	NY	IIB	*	407	332	382	*	495	407	464	4	26	19	0	49	http://dbpedia.org/resource/Marymount_Manhattan_College
2772	Mercy College	NY	IIB	524	399	341	416	640	493	423	511	53	38	48	6	149	http://dbpedia.org/resource/Mercy_College,_Perth
2775	Molloy College	NY	IIB	541	435	353	381	697	551	463	494	16	20	58	22	116	http://dbpedia.org/resource/Molloy_College
2777	Medaille College	NY	IIB	435	371	276	349	525	446	322	418	11	16	13	2	43	http://dbpedia.org/resource/Medaille_College
2778	Mount Saint Mary College	NY	IIB	514	407	349	395	633	505	424	482	14	8	23	6	51	http://dbpedia.org/resource/Mount_Saint_Mary_College
2779	Nazareth College of Rochester	NY	IIB	513	428	343	430	634	533	425	532	37	33	35	0	105	http://dbpedia.org/resource/Nazareth_College_(New_York)
2785	New York University	NY	I	887	591	507	683	1172	785	674	905	532	337	252	42	1231	http://dbpedia.org/resource/New_York_University
2788	Niagara University	NY	IIA	503	430	376	443	612	524	448	537	39	43	24	2	108	http://dbpedia.org/resource/Niagara_University
2791	Pace University	NY	IIA	685	513	436	576	851	643	556	720	187	124	77	3	397	http://dbpedia.org/resource/Pace_University
2803	Rensselaer Polytechnic Institute	NY	I	750	548	475	640	922	703	601	799	190	118	61	0	369	http://dbpedia.org/resource/Rensselaer_Polytechnic_Institute
2806	Rochester Institute of Technology	NY	IIA	568	476	417	466	710	603	527	587	182	215	179	13	665	http://dbpedia.org/resource/Rochester_Institute_of_Technology
2813	Sarah Lawrence College	NY	IIB	623	478	398	541	779	610	495	677	39	14	13	0	69	http://dbpedia.org/resource/Sarah_Lawrence_College
2814	Skidmore College	NY	IIB	642	492	397	498	831	639	516	646	42	69	48	5	164	http://dbpedia.org/resource/Skidmore_College
2816	Siena College	NY	IIB	515	429	357	434	667	567	474	570	52	53	49	1	155	http://dbpedia.org/resource/Siena_College
2820	St. Francis College	NY	IIB	543	466	350	446	689	607	457	573	22	14	14	7	57	http://dbpedia.org/resource/St._Francis'_College
2821	St. John Fisher College	NY	IIB	513	427	376	432	635	512	451	524	29	40	36	1	106	http://dbpedia.org/resource/St._John_Fisher_College
2825	Saint Joseph's College	NY	IIB	495	398	349	372	584	478	419	446	12	15	46	8	81	http://dbpedia.org/resource/Saint_Joseph's_College_(Indiana)
2829	St. Lawrence University	NY	IIB	627	473	366	488	799	613	472	627	50	56	40	7	153	http://dbpedia.org/resource/St._Lawrence_University
2832	St. Thomas Aquinas College	NY	IIB	510	408	374	419	617	526	454	515	18	16	26	3	63	http://dbpedia.org/resource/St._Thomas_Aquinas_College
2835	SUNY at Albany	NY	I	732	526	407	576	934	679	524	739	260	217	125	0	638	http://dbpedia.org/resource/University_at_Albany,_SUNY
2838	SUNY at Stony Brook	NY	I	755	534	414	589	961	688	526	751	346	216	183	24	801	http://dbpedia.org/resource/Stony_Brook_University
2842	SUNY College at Buffalo	NY	IIA	536	433	359	444	693	560	464	573	144	157	88	3	424	http://dbpedia.org/resource/Buffalo_State_College
2845	SUNY College at Geneseo	NY	IIA	541	411	348	405	704	536	448	525	48	78	79	23	243	http://dbpedia.org/resource/State_University_of_New_York_at_Geneseo
